"p_year","inv_ctry","country","female_share_inventors","total_inventors"
"1997","SE","Sweden",0.0656540084388186,5925
"1998","SE","Sweden",0.0680345572354212,6482
"1999","SE","Sweden",0.0682959048877147,7570
"2000","SE","Sweden",0.0713458420199212,8634
"2001","SE","Sweden",0.0699209762928879,9997
"2002","SE","Sweden",0.0741643454038997,11488
"2003","SE","Sweden",0.0794839120739089,12556
"2004","SE","Sweden",0.0815550554822689,12887
"2005","SE","Sweden",0.0838068181818182,12672
"2006","SE","Sweden",0.0872809591682737,11927
"2007","SE","Sweden",0.0869130869130869,11011
"2008","SE","Sweden",0.0862475256857385,10609
"2009","SE","Sweden",0.089626239511823,10488
"2010","SE","Sweden",0.0917991556633432,11133
"2011","SE","Sweden",0.0919117647058824,11696
"2012","SE","Sweden",0.0936295810445191,12197
"2013","SE","Sweden",0.0927045546150746,12405
"2014","SE","Sweden",0.0923669522836255,12721
"2015","SE","Sweden",0.0874098463468172,12756
"2016","SE","Sweden",0.0867912820910572,12893
"2017","SE","Sweden",0.0841436952503416,12443
"2018","SE","Sweden",0.0815533980582524,11330
"2019","SE","Sweden",0.0791657567154401,9158
"1980","SG","Singapore",0,0
"1981","SG","Singapore",0,0
"1982","SG","Singapore",0,0
"1983","SG","Singapore",0,0
"1984","SG","Singapore",0,0
"1985","SG","Singapore",0,0
"1986","SG","Singapore",0,0
"1987","SG","Singapore",0,0
"1988","SG","Singapore",0,0
"1989","SG","Singapore",0,0
"1990","SG","Singapore",0.193548387096774,62
"1991","SG","Singapore",0.1875,80
"1992","SG","Singapore",0.18,100
"1993","SG","Singapore",0.162162162162162,148
"1994","SG","Singapore",0.155,200
"1995","SG","Singapore",0.15234375,256
"1996","SG","Singapore",0.140350877192982,342
"1997","SG","Singapore",0.151300236406619,423
"1998","SG","Singapore",0.144194756554307,534
"1999","SG","Singapore",0.140625,640
"2000","SG","Singapore",0.128805620608899,854
"2001","SG","Singapore",0.113384484228474,1173
"2002","SG","Singapore",0.113317757009346,1712
"2003","SG","Singapore",0.115539632781012,2233
"2004","SG","Singapore",0.115144847818115,2727
"2005","SG","Singapore",0.122749590834697,3055
"2006","SG","Singapore",0.135044301863734,3273
"2007","SG","Singapore",0.13691026827012,3243
"2008","SG","Singapore",0.146868250539957,3241
"2009","SG","Singapore",0.152053954629062,3262
"2010","SG","Singapore",0.154331612162937,3486
"2011","SG","Singapore",0.15510999721526,3591
"2012","SG","Singapore",0.162684563758389,3725
"2013","SG","Singapore",0.164287568128731,3853
"2014","SG","Singapore",0.164437840515106,4038
"2015","SG","Singapore",0.16751269035533,4137
"2016","SG","Singapore",0.16278522700541,4251
"2017","SG","Singapore",0.157609974123736,4251
"2018","SG","Singapore",0.151686776655996,4061
"2019","SG","Singapore",0.151567944250871,3444
"1980","SU",NA,0.128262490678598,1341
"1981","SU",NA,0.13203214695752,1742
"1982","SU",NA,0.134531590413943,1836
"1983","SU",NA,0.14,1700
"1984","SU",NA,0.144593730006398,1563
"1985","SU",NA,0.145098039215686,1275
"1986","SU",NA,0.151911468812877,994
"1987","SU",NA,0.156108597285068,884
"1988","SU",NA,0.151476251604621,779
"1989","SU",NA,0.154946364719905,839
"1990","SU",NA,0.155773420479303,918
"1991","SU",NA,0.142303969022265,1033
"1992","SU",NA,0.134254689042448,1013
"1993","SU",NA,0.136410256410256,975
"1994","SU",NA,0.119897959183673,784
"1995","SU",NA,0.111683848797251,582
"1996","SU",NA,0.106442577030812,357
"1997","SU",NA,0.116935483870968,248
"1998","SU",NA,0.10625,160
"1999","SU",NA,0.137931034482759,87
"2000","SU",NA,0,0
"2001","SU",NA,0,0
"2002","SU",NA,0,0
"2003","SU",NA,0,0
"2004","SU",NA,0,0
"2005","SU",NA,0,0
"2006","SU",NA,0,0
"2007","SU",NA,0,0
"2008","SU",NA,0,0
"2009","SU",NA,0,0
"2010","SU",NA,0,0
"2011","SU",NA,0,0
"2012","SU",NA,0,0
"2013","SU",NA,0,0
"2014","SU",NA,0,0
"2015","SU",NA,0,0
"2016","SU",NA,0,0
"2017","SU",NA,0,0
"2018","SU",NA,0,0
"2019","SU",NA,0,0
"1980","SW",NA,0,0
"1981","SW",NA,0.0178173719376392,898
"1982","SW",NA,0,0
"1983","SW",NA,0,0
"1984","SW",NA,0,0
"1985","SW",NA,0,0
"1986","SW",NA,0,0
"1987","SW",NA,0,0
"1988","SW",NA,0,0
"1989","SW",NA,0,0
"1990","SW",NA,0,0
"1991","SW",NA,0,0
"1992","SW",NA,0,0
"1993","SW",NA,0,0
"1994","SW",NA,0,0
"1995","SW",NA,0,0
"1996","SW",NA,0,0
"1997","SW",NA,0,0
"1998","SW",NA,0,0
"1999","SW",NA,0,0
"2000","SW",NA,0,0
"2001","SW",NA,0,0
"2002","SW",NA,0,0
"2003","SW",NA,0,0
"2004","SW",NA,0,0
"2005","SW",NA,0,0
"2006","SW",NA,0,0
"2007","SW",NA,0,0
"2008","SW",NA,0,0
"2009","SW",NA,0,0
"2010","SW",NA,0,0
"2011","SW",NA,0,0
"2012","SW",NA,0,0
"2013","SW",NA,0,0
"2014","SW",NA,0,0
"2015","SW",NA,0,0
"2016","SW",NA,0,0
"2017","SW",NA,0,0
"2018","SW",NA,0,0
"2019","SW",NA,0,0
"1980","TW","Taiwan",0.225,120
"1981","TW","Taiwan",0.199004975124378,201
"1982","TW","Taiwan",0.214285714285714,294
"1983","TW","Taiwan",0.208092485549133,346
"1984","TW","Taiwan",0.193954659949622,397
"1985","TW","Taiwan",0.196687370600414,483
"1986","TW","Taiwan",0.205685618729097,598
"1987","TW","Taiwan",0.202007528230866,797
"1988","TW","Taiwan",0.20695652173913,1150
"1989","TW","Taiwan",0.198617221873036,1591
"1990","TW","Taiwan",0.202975047984645,2084
"1991","TW","Taiwan",0.203389830508475,2714
"1992","TW","Taiwan",0.201823708206687,3290
"1993","TW","Taiwan",0.202040816326531,3920
"1994","TW","Taiwan",0.208671507902606,4682
"1995","TW","Taiwan",0.21542454579162,5394
"1996","TW","Taiwan",0.220413478756308,6143
"1997","TW","Taiwan",0.222332859174964,7030
"1998","TW","Taiwan",0.225210283141808,8441
"1999","TW","Taiwan",0.228491115349864,9961
"2000","TW","Taiwan",0.228021748222501,11955
"2001","TW","Taiwan",0.229253981559095,14316
"2002","TW","Taiwan",0.22879838890132,17876
"2003","TW","Taiwan",0.229773307022188,20777
"2004","TW","Taiwan",0.229267259635748,23610
"2005","TW","Taiwan",0.230321037197098,25916
"2006","TW","Taiwan",0.231224939493552,27683
"2007","TW","Taiwan",0.235285795132994,28272
"2008","TW","Taiwan",0.238364327545464,29199
"2009","TW","Taiwan",0.241484644440795,30445
"2010","TW","Taiwan",0.244327606171564,31953
"2011","TW","Taiwan",0.245858918676052,33385
"2012","TW","Taiwan",0.247539851527882,34754
"2013","TW","Taiwan",0.247609810170431,36085
"2014","TW","Taiwan",0.250040355125101,37170
"2015","TW","Taiwan",0.250384187377457,37742
"2016","TW","Taiwan",0.250386560788322,38157
"2017","TW","Taiwan",0.249980330964307,38131
"2018","TW","Taiwan",0.24916194977194,36394
"2019","TW","Taiwan",0.246070019415044,31934
"1980","US","United States",0.0322795831203597,115429
"1981","US","United States",0.0329732728518748,153215
"1982","US","United States",0.0335849145885582,169064
"1983","US","United States",0.0348327812800513,168462
"1984","US","United States",0.0365710017524204,174045
"1985","US","United States",0.0386397816520916,179530
"1986","US","United States",0.0412671156505062,179368
"1987","US","United States",0.0441953742924617,186739
"1988","US","United States",0.047234566143646,196678
"1989","US","United States",0.0506991317790937,217341
"1990","US","United States",0.0540682073920194,231060
"1991","US","United States",0.0572133218374672,249365
"1992","US","United States",0.0605210013111691,265412
"1993","US","United States",0.062835964465569,282768
"1994","US","United States",0.0650290425206691,297667
"1995","US","United States",0.0669708785144848,316227
"1996","US","United States",0.0698162776566465,335724
"1997","US","United States",0.0726261527070385,356552
"1998","US","United States",0.0761327145865912,394561
"1999","US","United States",0.0791973574480179,429282
"2000","US","United States",0.082317545915027,464336
"2001","US","United States",0.0848025065407035,503004
"2002","US","United States",0.0874190954138557,569498
"2003","US","United States",0.089723687787177,610686
"2004","US","United States",0.0907257653201343,637217
"2005","US","United States",0.0915707102538034,652119
"2006","US","United States",0.0921127660582787,654133
"2007","US","United States",0.0920467813622846,620076
"2008","US","United States",0.0915312146546603,595906
"2009","US","United States",0.0923441267358789,583134
"2010","US","United States",0.0927530642498162,580811
"2011","US","United States",0.0937228955758682,579933
"2012","US","United States",0.0941980668706004,589407
"2013","US","United States",0.0948085882080956,601243
"2014","US","United States",0.0955760950759652,623838
"2015","US","United States",0.0963034896772648,634328
"2016","US","United States",0.0963756101196021,644136
"2017","US","United States",0.0963561249885942,635642
"2018","US","United States",0.0959136374931747,591553
"2019","US","United States",0.0947401308164438,496115
"1980","ZA","South Africa",0.0225563909774436,266
"1981","ZA","South Africa",0.02088772845953,383
"1982","ZA","South Africa",0.0207373271889401,434
"1983","ZA","South Africa",0.0227790432801822,439
"1984","ZA","South Africa",0.0304347826086957,460
"1985","ZA","South Africa",0.0326797385620915,459
"1986","ZA","South Africa",0.0316027088036117,443
"1987","ZA","South Africa",0.0287474332648871,487
"1988","ZA","South Africa",0.0315985130111524,538
"1989","ZA","South Africa",0.0260416666666667,576
"1990","ZA","South Africa",0.0257648953301127,621
"1991","ZA","South Africa",0.0280811232449298,641
"1992","ZA","South Africa",0.0382775119617225,627
"1993","ZA","South Africa",0.0383333333333333,600
"1994","ZA","South Africa",0.0500782472613459,639
"1995","ZA","South Africa",0.0462249614791988,649
"1996","ZA","South Africa",0.0524017467248908,687
"1997","ZA","South Africa",0.0554765291607397,703
"1998","ZA","South Africa",0.0562091503267974,765
"1999","ZA","South Africa",0.0545702592087312,733
"2000","ZA","South Africa",0.0666666666666667,735
"2001","ZA","South Africa",0.0689655172413793,754
"2002","ZA","South Africa",0.0668348045397226,793
"2003","ZA","South Africa",0.0700876095118899,799
"2004","ZA","South Africa",0.0693301997649824,851
"2005","ZA","South Africa",0.0686164229471316,889
"2006","ZA","South Africa",0.0724137931034483,870
"2007","ZA","South Africa",0.0721040189125296,846
"2008","ZA","South Africa",0.0790419161676647,835
"2009","ZA","South Africa",0.0876543209876543,810
"2010","ZA","South Africa",0.0833333333333333,804
"2011","ZA","South Africa",0.0880195599022005,818
"2012","ZA","South Africa",0.0952955367913148,829
"2013","ZA","South Africa",0.0900473933649289,844
"2014","ZA","South Africa",0.0895348837209302,860
"2015","ZA","South Africa",0.0927230046948357,852
"2016","ZA","South Africa",0.0844079718640094,853
"2017","ZA","South Africa",0.0808909730363423,853
"2018","ZA","South Africa",0.079155672823219,758
"2019","ZA","South Africa",0.0723472668810289,622
