"p_year","inv_ctry","country","female_share_inventors","total_inventors"
"2005","HK","Hong Kong SAR China",0.181168831168831,1540
"2006","HK","Hong Kong SAR China",0.194193548387097,1550
"2007","HK","Hong Kong SAR China",0.207983193277311,1428
"2008","HK","Hong Kong SAR China",0.205970149253731,1340
"2009","HK","Hong Kong SAR China",0.213899613899614,1295
"2010","HK","Hong Kong SAR China",0.200920245398773,1304
"2011","HK","Hong Kong SAR China",0.205745341614907,1288
"2012","HK","Hong Kong SAR China",0.217948717948718,1326
"2013","HK","Hong Kong SAR China",0.222545454545455,1375
"2014","HK","Hong Kong SAR China",0.221917808219178,1460
"2015","HK","Hong Kong SAR China",0.229877656149388,1553
"2016","HK","Hong Kong SAR China",0.234515935057126,1663
"2017","HK","Hong Kong SAR China",0.22478386167147,1735
"2018","HK","Hong Kong SAR China",0.232917409387998,1683
"2019","HK","Hong Kong SAR China",0.225961538461538,1456
"1980","IE","Ireland",0,0
"1981","IE","Ireland",0.0131578947368421,76
"1982","IE","Ireland",0.0188679245283019,106
"1983","IE","Ireland",0.016260162601626,123
"1984","IE","Ireland",0.0148148148148148,135
"1985","IE","Ireland",0.0135135135135135,148
"1986","IE","Ireland",0.00609756097560976,164
"1987","IE","Ireland",0.0163934426229508,183
"1988","IE","Ireland",0.037037037037037,216
"1989","IE","Ireland",0.0389105058365759,257
"1990","IE","Ireland",0.0466666666666667,300
"1991","IE","Ireland",0.0612244897959184,343
"1992","IE","Ireland",0.0636604774535809,377
"1993","IE","Ireland",0.0610079575596817,377
"1994","IE","Ireland",0.0728643216080402,398
"1995","IE","Ireland",0.0737327188940092,434
"1996","IE","Ireland",0.0652173913043478,460
"1997","IE","Ireland",0.0547368421052632,475
"1998","IE","Ireland",0.0552584670231729,561
"1999","IE","Ireland",0.0620272314674735,661
"2000","IE","Ireland",0.0660377358490566,742
"2001","IE","Ireland",0.0736263736263736,910
"2002","IE","Ireland",0.0865546218487395,1190
"2003","IE","Ireland",0.0874053682037164,1453
"2004","IE","Ireland",0.0886153846153846,1625
"2005","IE","Ireland",0.0890979524073049,1807
"2006","IE","Ireland",0.0862890418210693,1889
"2007","IE","Ireland",0.0766384778012685,1892
"2008","IE","Ireland",0.0732104121475054,1844
"2009","IE","Ireland",0.0703331570597567,1891
"2010","IE","Ireland",0.0737989103516592,2019
"2011","IE","Ireland",0.0777568331762488,2122
"2012","IE","Ireland",0.0898100172711572,2316
"2013","IE","Ireland",0.0912714228776405,2509
"2014","IE","Ireland",0.0938308090136683,2707
"2015","IE","Ireland",0.0942608695652174,2875
"2016","IE","Ireland",0.0949902407286923,3074
"2017","IE","Ireland",0.0886889460154242,3112
"2018","IE","Ireland",0.0893574297188755,2988
"2019","IE","Ireland",0.0827155676941085,2563
"1980","IL","Israel",0.0737704918032787,366
"1981","IL","Israel",0.0740740740740741,513
"1982","IL","Israel",0.0667752442996743,614
"1983","IL","Israel",0.0637037037037037,675
"1984","IL","Israel",0.0602883355176933,763
"1985","IL","Israel",0.0534262485481998,861
"1986","IL","Israel",0.0548977395048439,929
"1987","IL","Israel",0.0622182146077547,1109
"1988","IL","Israel",0.0605345911949686,1272
"1989","IL","Israel",0.0648395721925134,1496
"1990","IL","Israel",0.0734055354993983,1662
"1991","IL","Israel",0.0739946380697051,1865
"1992","IL","Israel",0.0760869565217391,2024
"1993","IL","Israel",0.0766456266907124,2218
"1994","IL","Israel",0.0784230606189063,2359
"1995","IL","Israel",0.0778420038535645,2595
"1996","IL","Israel",0.0757417102966841,2865
"1997","IL","Israel",0.0837312957656797,3141
"1998","IL","Israel",0.0909340659340659,3640
"1999","IL","Israel",0.093581001645897,4253
"2000","IL","Israel",0.0987482614742698,5033
"2001","IL","Israel",0.102034011337112,5998
"2002","IL","Israel",0.103776076049644,7574
"2003","IL","Israel",0.105656108597285,8840
"2004","IL","Israel",0.111233150274588,10015
"2005","IL","Israel",0.114652667104153,10667
"2006","IL","Israel",0.120287412401313,11273
"2007","IL","Israel",0.125255396642089,11257
"2008","IL","Israel",0.127356441664495,11511
"2009","IL","Israel",0.126406853687217,11906
"2010","IL","Israel",0.126920976675248,12819
"2011","IL","Israel",0.124283267555291,13429
"2012","IL","Israel",0.11862117981521,14070
"2013","IL","Israel",0.118566114305039,14785
"2014","IL","Israel",0.116628323108384,15648
"2015","IL","Israel",0.111947667242656,16204
"2016","IL","Israel",0.1125,16720
"2017","IL","Israel",0.112126931697535,16954
"2018","IL","Israel",0.107044716462653,16012
"2019","IL","Israel",0.10353778832604,13483
"1980","IN","India",0,0
"1981","IN","India",0.107692307692308,65
"1982","IN","India",0.0857142857142857,70
"1983","IN","India",0.0579710144927536,69
"1984","IN","India",0.0579710144927536,69
"1985","IN","India",0.0833333333333333,84
"1986","IN","India",0.0686274509803922,102
"1987","IN","India",0.0789473684210526,114
"1988","IN","India",0.0948275862068965,116
"1989","IN","India",0.0869565217391304,115
"1990","IN","India",0.0735294117647059,136
"1991","IN","India",0.113333333333333,150
"1992","IN","India",0.119617224880383,209
"1993","IN","India",0.117647058823529,255
"1994","IN","India",0.106896551724138,290
"1995","IN","India",0.117263843648208,307
"1996","IN","India",0.100574712643678,348
"1997","IN","India",0.0887096774193548,372
"1998","IN","India",0.0810234541577825,469
"1999","IN","India",0.087893864013267,603
"2000","IN","India",0.0870616686819831,827
"2001","IN","India",0.0878552971576227,1161
"2002","IN","India",0.0994285714285714,1750
"2003","IN","India",0.106127352823388,2497
"2004","IN","India",0.101918465227818,3336
"2005","IN","India",0.0999519461797213,4162
"2006","IN","India",0.103872157344806,4881
"2007","IN","India",0.10117222723174,5545
"2008","IN","India",0.0983034723323292,6307
"2009","IN","India",0.0984020185029437,7134
"2010","IN","India",0.0969572567012799,8282
"2011","IN","India",0.0962035791869246,9667
"2012","IN","India",0.0952754532775453,11472
"2013","IN","India",0.093623709025595,13362
"2014","IN","India",0.0936156351791531,15350
"2015","IN","India",0.0938945420906568,17296
"2016","IN","India",0.0936444421348023,19243
"2017","IN","India",0.0930439952437574,20184
"2018","IN","India",0.0932009167303285,19635
"2019","IN","India",0.0914298941033505,17281
"1980","IT","Italy",0.0304666409564211,2593
"1981","IT","Italy",0.0293956043956044,3640
"1982","IT","Italy",0.0300839552238806,4288
"1983","IT","Italy",0.0315065453738629,4507
"1984","IT","Italy",0.0320675105485232,4740
"1985","IT","Italy",0.0332475756976054,5053
"1986","IT","Italy",0.033503691084611,5283
"1987","IT","Italy",0.0366637706342311,5755
"1988","IT","Italy",0.040983606557377,6222
"1989","IT","Italy",0.046970136271383,6898
"1990","IT","Italy",0.0509798547348225,7297
"1991","IT","Italy",0.059820148572918,7673
"1992","IT","Italy",0.0655987795575896,7866
"1993","IT","Italy",0.0691680652121793,8342
"1994","IT","Italy",0.0750978763791672,8429
"1995","IT","Italy",0.0798809523809524,8400
"1996","IT","Italy",0.0825460557392537,8468
"1997","IT","Italy",0.0824066487182489,8543
"1998","IT","Italy",0.0856979405034325,8740
"1999","IT","Italy",0.086379102184173,9111
"2000","IT","Italy",0.0901230800528939,9831
"2001","IT","Italy",0.0933431816083464,10831
"2002","IT","Italy",0.0970905794115223,12133
"2003","IT","Italy",0.100732886324653,12826
"2004","IT","Italy",0.106204300296822,13813
"2005","IT","Italy",0.108552398497839,14113
"2006","IT","Italy",0.112253765932793,13808
"2007","IT","Italy",0.119012087748097,13402
"2008","IT","Italy",0.123280423280423,13230
"2009","IT","Italy",0.12360153256705,13050
"2010","IT","Italy",0.127684613121506,13596
"2011","IT","Italy",0.129342673176254,14133
"2012","IT","Italy",0.128267182962246,14462
"2013","IT","Italy",0.127753303964758,14982
"2014","IT","Italy",0.126955950032873,15210
"2015","IT","Italy",0.12301743347752,15258
"2016","IT","Italy",0.120744259699129,15156
"2017","IT","Italy",0.117287680429674,14895
"2018","IT","Italy",0.113351619838387,13489
"2019","IT","Italy",0.110755441741357,10934
"1980","JA",NA,0.0268562401263823,8229
"1981","JA",NA,0.0265134776844896,6789
"1982","JA",NA,0.0263512501871538,6679
"1983","JA",NA,0,0
"1984","JA",NA,0.0278172012489356,3523
"1985","JA",NA,0,0
"1986","JA",NA,0,0
"1987","JA",NA,0,0
"1988","JA",NA,0,0
"1989","JA",NA,0,0
"1990","JA",NA,0,0
"1991","JA",NA,0,0
"1992","JA",NA,0,0
"1993","JA",NA,0,0
"1994","JA",NA,0,0
"1995","JA",NA,0,0
"1996","JA",NA,0,0
"1997","JA",NA,0,0
"1998","JA",NA,0,0
"1999","JA",NA,0,0
"2000","JA",NA,0,0
"2001","JA",NA,0,0
"2002","JA",NA,0,0
"2003","JA",NA,0,0
"2004","JA",NA,0,0
"2005","JA",NA,0,0
"2006","JA",NA,0,0
"2007","JA",NA,0,0
"2008","JA",NA,0,0
"2009","JA",NA,0,0
"2010","JA",NA,0,0
"2011","JA",NA,0,0
"2012","JA",NA,0,0
"2013","JA",NA,0,0
"2014","JA",NA,0,0
"2015","JA",NA,0,0
"2016","JA",NA,0,0
"2017","JA",NA,0,0
"2018","JA",NA,0,0
"2019","JA",NA,0,0
"1980","JP","Japan",0.0264914652695623,23668
"1981","JP","Japan",0.026637888639965,36602
"1982","JP","Japan",0.0272777313408493,49051
"1983","JP","Japan",0.0275111742489865,57722
"1984","JP","Japan",0.0278240820078207,64189
"1985","JP","Japan",0.0291252665170919,71759
"1986","JP","Japan",0.0310649377169696,78352
"1987","JP","Japan",0.0324008057762387,88362
"1988","JP","Japan",0.0332673267326733,98475
"1989","JP","Japan",0.0346251306859462,112866
"1990","JP","Japan",0.0362865030724516,123517
"1991","JP","Japan",0.0378196590799176,134401
"1992","JP","Japan",0.0394594933097685,143717
"1993","JP","Japan",0.0411859265212995,154276
"1994","JP","Japan",0.0431398682291405,159064
"1995","JP","Japan",0.0449768836301627,162439
"1996","JP","Japan",0.0468515014796488,164904
"1997","JP","Japan",0.0486603849406515,166727
"1998","JP","Japan",0.0505478620370638,172945
"1999","JP","Japan",0.0516231327714262,179745
"2000","JP","Japan",0.051890426973457,188185
"2001","JP","Japan",0.05148941515213,206994
"2002","JP","Japan",0.051897638030398,234423
"2003","JP","Japan",0.0522133481547713,248289
"2004","JP","Japan",0.0524878078893759,259184
"2005","JP","Japan",0.053182862294105,265123
"2006","JP","Japan",0.0547033028117907,259052
"2007","JP","Japan",0.0554491960881817,241320
"2008","JP","Japan",0.0564590098372913,230043
"2009","JP","Japan",0.057812081067895,227513
"2010","JP","Japan",0.0596816046006031,228144
"2011","JP","Japan",0.0606713344862818,226087
"2012","JP","Japan",0.0627311490621479,226315
"2013","JP","Japan",0.0644213282258986,227642
"2014","JP","Japan",0.0663129734954927,222415
"2015","JP","Japan",0.0675401232903794,222564
"2016","JP","Japan",0.0684321758210201,222863
"2017","JP","Japan",0.0682294975570293,218791
"2018","JP","Japan",0.0676905013270713,202702
"2019","JP","Japan",0.0672867885526925,168354
"1980","KR","South Korea",0,0
"1981","KR","South Korea",0,0
"1982","KR","South Korea",0,0
"1983","KR","South Korea",0.134146341463415,82
"1984","KR","South Korea",0.117647058823529,102
"1985","KR","South Korea",0.176470588235294,136
"1986","KR","South Korea",0.209302325581395,172
"1987","KR","South Korea",0.217573221757322,239
"1988","KR","South Korea",0.204892966360856,327
"1989","KR","South Korea",0.210633946830266,489
"1990","KR","South Korea",0.200854700854701,702
"1991","KR","South Korea",0.196629213483146,1068
"1992","KR","South Korea",0.195763799743261,1558
"1993","KR","South Korea",0.188362068965517,2320
"1994","KR","South Korea",0.185173501577287,3170
"1995","KR","South Korea",0.187397131436633,4253
"1996","KR","South Korea",0.190295129458628,5523
"1997","KR","South Korea",0.188015940791346,7026
"1998","KR","South Korea",0.18673426277989,9468
"1999","KR","South Korea",0.186357593885012,12036
"2000","KR","South Korea",0.185667079719124,14526
"2001","KR","South Korea",0.185542435833472,18039
"2002","KR","South Korea",0.187568491649498,22813
"2003","KR","South Korea",0.190613853951567,26635
"2004","KR","South Korea",0.194364836580261,31055
"2005","KR","South Korea",0.197350515177604,36007
"2006","KR","South Korea",0.199323568177862,40211
"2007","KR","South Korea",0.201370779775229,43333
"2008","KR","South Korea",0.203534741274804,47019
"2009","KR","South Korea",0.205542264752791,50160
"2010","KR","South Korea",0.207021589155215,53777
"2011","KR","South Korea",0.20889684084969,57009
"2012","KR","South Korea",0.209370669071115,59889
"2013","KR","South Korea",0.209108219612821,63020
"2014","KR","South Korea",0.208594063526509,67279
"2015","KR","South Korea",0.208992830792789,71835
"2016","KR","South Korea",0.207814411025921,76039
"2017","KR","South Korea",0.206563361584805,78344
"2018","KR","South Korea",0.206218155627284,74974
"2019","KR","South Korea",0.205111516787047,62995
"1980","MX","Mexico",0.0163934426229508,122
"1981","MX","Mexico",0.0182926829268293,164
"1982","MX","Mexico",0.0167597765363128,179
"1983","MX","Mexico",0.0255102040816327,196
"1984","MX","Mexico",0.0253807106598985,197
"1985","MX","Mexico",0.0265957446808511,188
"1986","MX","Mexico",0.0212765957446809,188
"1987","MX","Mexico",0.0203045685279188,197
"1988","MX","Mexico",0.0147058823529412,204
"1989","MX","Mexico",0.028436018957346,211
"1990","MX","Mexico",0.0325581395348837,215
"1991","MX","Mexico",0.0487804878048781,205
"1992","MX","Mexico",0.0640394088669951,203
"1993","MX","Mexico",0.062200956937799,209
"1994","MX","Mexico",0.0465116279069767,215
"1995","MX","Mexico",0.0446428571428571,224
"1996","MX","Mexico",0.0481927710843374,249
"1997","MX","Mexico",0.043956043956044,273
"1998","MX","Mexico",0.0582822085889571,326
"1999","MX","Mexico",0.073490813648294,381
"2000","MX","Mexico",0.0699300699300699,429
"2001","MX","Mexico",0.0661157024793388,484
"2002","MX","Mexico",0.0782029950083195,601
"2003","MX","Mexico",0.078740157480315,635
"2004","MX","Mexico",0.0667655786350148,674
"2005","MX","Mexico",0.074964639321075,707
"2006","MX","Mexico",0.0808510638297872,705
"2007","MX","Mexico",0.0793157076205288,643
"2008","MX","Mexico",0.083969465648855,655
"2009","MX","Mexico",0.10958904109589,657
"2010","MX","Mexico",0.116666666666667,720
"2011","MX","Mexico",0.113842173350582,773
"2012","MX","Mexico",0.118665018541409,809
"2013","MX","Mexico",0.117106773823192,871
"2014","MX","Mexico",0.109504132231405,968
"2015","MX","Mexico",0.103581800580833,1033
"2016","MX","Mexico",0.109671848013817,1158
"2017","MX","Mexico",0.103766333589546,1301
"2018","MX","Mexico",0.106766917293233,1330
"2019","MX","Mexico",0.108403361344538,1190
"1980","MY","Malaysia",0,0
"1981","MY","Malaysia",0,0
"1982","MY","Malaysia",0,0
"1983","MY","Malaysia",0,0
"1984","MY","Malaysia",0,0
"1985","MY","Malaysia",0,0
"1986","MY","Malaysia",0,0
"1987","MY","Malaysia",0,0
"1988","MY","Malaysia",0,0
"1989","MY","Malaysia",0,0
"1990","MY","Malaysia",0,0
"1991","MY","Malaysia",0,0
"1992","MY","Malaysia",0,0
"1993","MY","Malaysia",0,0
"1994","MY","Malaysia",0.125,64
"1995","MY","Malaysia",0.147058823529412,68
"1996","MY","Malaysia",0.162162162162162,74
"1997","MY","Malaysia",0.13953488372093,86
"1998","MY","Malaysia",0.11,100
"1999","MY","Malaysia",0.11864406779661,118
"2000","MY","Malaysia",0.162337662337662,154
"2001","MY","Malaysia",0.173913043478261,184
"2002","MY","Malaysia",0.174545454545455,275
"2003","MY","Malaysia",0.167630057803468,346
"2004","MY","Malaysia",0.1727078891258,469
"2005","MY","Malaysia",0.169657422512235,613
"2006","MY","Malaysia",0.158505154639175,776
"2007","MY","Malaysia",0.166475315729047,871
"2008","MY","Malaysia",0.171634121274409,973
"2009","MY","Malaysia",0.175387596899225,1032
"2010","MY","Malaysia",0.178301886792453,1060
"2011","MY","Malaysia",0.18796992481203,1064
"2012","MY","Malaysia",0.180744777475023,1101
"2013","MY","Malaysia",0.173725151253241,1157
"2014","MY","Malaysia",0.169073916737468,1177
"2015","MY","Malaysia",0.169649805447471,1285
"2016","MY","Malaysia",0.168301886792453,1325
"2017","MY","Malaysia",0.176110260336907,1306
"2018","MY","Malaysia",0.184188393608074,1189
"2019","MY","Malaysia",0.190795781399808,1043
"1980","NL","Netherlands",0.0215534770231802,2459
"1981","NL","Netherlands",0.0208830548926014,3352
"1982","NL","Netherlands",0.0204451345755694,3864
"1983","NL","Netherlands",0.02082336045955,4178
"1984","NL","Netherlands",0.0204409738171796,4354
"1985","NL","Netherlands",0.0162887959498129,4543
"1986","NL","Netherlands",0.015795090715048,4685
"1987","NL","Netherlands",0.01670692431562,4968
"1988","NL","Netherlands",0.0172550575168584,5042
"1989","NL","Netherlands",0.0179552949798461,5458
"1990","NL","Netherlands",0.022070415133999,5709
"1991","NL","Netherlands",0.0251122567769832,6013
"1992","NL","Netherlands",0.0285621021707198,6127
"1993","NL","Netherlands",0.0339061061675361,6518
"1994","NL","Netherlands",0.0392662219526986,6596
"1995","NL","Netherlands",0.0419188861985472,6608
"1996","NL","Netherlands",0.0451420029895366,6690
"1997","NL","Netherlands",0.0480578395236745,7054
"1998","NL","Netherlands",0.0480630334865397,7615
"1999","NL","Netherlands",0.0507455507455507,8316
"2000","NL","Netherlands",0.0543740407805306,9122
"2001","NL","Netherlands",0.0574679113185531,10284
"2002","NL","Netherlands",0.0591301375715628,11703
"2003","NL","Netherlands",0.0605286996623569,12143
"2004","NL","Netherlands",0.0609376247903522,12521
"2005","NL","Netherlands",0.0595898859081098,12972
"2006","NL","Netherlands",0.0595412773187119,12949
"2007","NL","Netherlands",0.0596053161498188,12415
"2008","NL","Netherlands",0.0605511811023622,12700
"2009","NL","Netherlands",0.0621084797555386,13090
"2010","NL","Netherlands",0.0661065664382047,13569
"2011","NL","Netherlands",0.0679196924391286,14046
"2012","NL","Netherlands",0.0729245869910832,14467
"2013","NL","Netherlands",0.0761257550796266,14568
"2014","NL","Netherlands",0.0785106966538673,14584
"2015","NL","Netherlands",0.0808403589883057,14708
"2016","NL","Netherlands",0.0831172376143033,14654
"2017","NL","Netherlands",0.0808194191104251,14254
"2018","NL","Netherlands",0.0800428527701255,13068
"2019","NL","Netherlands",0.0797483578499399,10809
"1980","NO","Norway",0.0161290322580645,310
"1981","NO","Norway",0.0144230769230769,416
"1982","NO","Norway",0.0130151843817787,461
"1983","NO","Norway",0.0154867256637168,452
"1984","NO","Norway",0.00909090909090909,440
"1985","NO","Norway",0.0126050420168067,476
"1986","NO","Norway",0.0107991360691145,463
"1987","NO","Norway",0.0148698884758364,538
"1988","NO","Norway",0.0133111480865225,601
"1989","NO","Norway",0.0178306092124814,673
"1990","NO","Norway",0.0158959537572254,692
"1991","NO","Norway",0.0210803689064559,759
"1992","NO","Norway",0.024390243902439,738
"1993","NO","Norway",0.0334190231362468,778
"1994","NO","Norway",0.0280487804878049,820
"1995","NO","Norway",0.0292134831460674,890
"1996","NO","Norway",0.0316789862724393,947
"1997","NO","Norway",0.0375360923965351,1039
"1998","NO","Norway",0.0435525192143467,1171
"1999","NO","Norway",0.0542635658914729,1290
"2000","NO","Norway",0.0658073270013569,1474
"2001","NO","Norway",0.0703125,1664
"2002","NO","Norway",0.0729853015712114,1973
"2003","NO","Norway",0.0716878402903811,2204
"2004","NO","Norway",0.0752427184466019,2472
"2005","NO","Norway",0.0737642585551331,2630
"2006","NO","Norway",0.0685986793837124,2726
"2007","NO","Norway",0.0634016704631739,2634
"2008","NO","Norway",0.0644796380090498,2652
"2009","NO","Norway",0.0596958174904943,2630
"2010","NO","Norway",0.0637362637362637,2730
"2011","NO","Norway",0.0700818214158662,2811
"2012","NO","Norway",0.0723618090452261,2985
"2013","NO","Norway",0.0709150326797386,3060
"2014","NO","Norway",0.0687046958714151,3173
"2015","NO","Norway",0.0647773279352227,3211
"2016","NO","Norway",0.0621680724773508,3201
"2017","NO","Norway",0.0621321124918247,3058
"2018","NO","Norway",0.0609756097560976,2706
"2019","NO","Norway",0.0613786591123702,2118
"1980","NZ","New Zealand",0.0314465408805031,159
"1981","NZ","New Zealand",0.0285714285714286,210
"1982","NZ","New Zealand",0.0289256198347107,242
"1983","NZ","New Zealand",0.0344827586206897,261
"1984","NZ","New Zealand",0.0344827586206897,290
"1985","NZ","New Zealand",0.037037037037037,270
"1986","NZ","New Zealand",0.044280442804428,271
"1987","NZ","New Zealand",0.054421768707483,294
"1988","NZ","New Zealand",0.0540540540540541,296
"1989","NZ","New Zealand",0.0580204778156997,293
"1990","NZ","New Zealand",0.0643086816720257,311
"1991","NZ","New Zealand",0.0650684931506849,292
"1992","NZ","New Zealand",0.0596491228070175,285
"1993","NZ","New Zealand",0.0612244897959184,294
"1994","NZ","New Zealand",0.0750853242320819,293
"1995","NZ","New Zealand",0.06,300
"1996","NZ","New Zealand",0.0594900849858357,353
"1997","NZ","New Zealand",0.0507246376811594,414
"1998","NZ","New Zealand",0.0528455284552846,492
"1999","NZ","New Zealand",0.0489038785834739,593
"2000","NZ","New Zealand",0.0509641873278237,726
"2001","NZ","New Zealand",0.0552995391705069,868
"2002","NZ","New Zealand",0.0660287081339713,1045
"2003","NZ","New Zealand",0.0807823129251701,1176
"2004","NZ","New Zealand",0.0841546626231994,1319
"2005","NZ","New Zealand",0.0937723693629205,1397
"2006","NZ","New Zealand",0.107670654468684,1421
"2007","NZ","New Zealand",0.119795471146822,1369
"2008","NZ","New Zealand",0.119205298013245,1359
"2009","NZ","New Zealand",0.122599704579025,1354
"2010","NZ","New Zealand",0.119676945668135,1362
"2011","NZ","New Zealand",0.106986899563319,1374
"2012","NZ","New Zealand",0.0919943820224719,1424
"2013","NZ","New Zealand",0.0858283433133733,1503
"2014","NZ","New Zealand",0.0761154855643045,1524
"2015","NZ","New Zealand",0.0748762376237624,1616
"2016","NZ","New Zealand",0.0762660158633313,1639
"2017","NZ","New Zealand",0.0788804071246819,1572
"2018","NZ","New Zealand",0.0780780780780781,1332
"2019","NZ","New Zealand",0.0836501901140684,1052
"1980","PL","Poland",0.12621359223301,103
"1981","PL","Poland",0.089171974522293,157
"1982","PL","Poland",0.0879120879120879,182
"1983","PL","Poland",0.0736842105263158,190
"1984","PL","Poland",0.0578034682080925,173
"1985","PL","Poland",0.0413793103448276,145
"1986","PL","Poland",0.0454545454545455,110
"1987","PL","Poland",0.043859649122807,114
"1988","PL","Poland",0.0648148148148148,108
"1989","PL","Poland",0.0714285714285714,126
"1990","PL","Poland",0.0928571428571429,140
"1991","PL","Poland",0.115107913669065,139
"1992","PL","Poland",0.111111111111111,117
"1993","PL","Poland",0.12781954887218,133
"1994","PL","Poland",0.112,125
"1995","PL","Poland",0.151260504201681,119
"1996","PL","Poland",0.135338345864662,133
"1997","PL","Poland",0.131944444444444,144
"1998","PL","Poland",0.114093959731544,149
"1999","PL","Poland",0.140625,192
"2000","PL","Poland",0.140096618357488,207
"2001","PL","Poland",0.149038461538462,208
"2002","PL","Poland",0.135802469135802,243
"2003","PL","Poland",0.14760147601476,271
"2004","PL","Poland",0.159722222222222,288
"2005","PL","Poland",0.136498516320475,337
"2006","PL","Poland",0.129113924050633,395
"2007","PL","Poland",0.156542056074766,428
"2008","PL","Poland",0.153679653679654,462
"2009","PL","Poland",0.136094674556213,507
"2010","PL","Poland",0.142066420664207,542
"2011","PL","Poland",0.160493827160494,648
"2012","PL","Poland",0.152454780361757,774
"2013","PL","Poland",0.144722524483134,919
"2014","PL","Poland",0.15041782729805,1077
"2015","PL","Poland",0.149073327961322,1241
"2016","PL","Poland",0.129939209726444,1316
"2017","PL","Poland",0.115774240231548,1382
"2018","PL","Poland",0.107843137254902,1326
"2019","PL","Poland",0.0936363636363636,1100
"1980","RU","Russia",0,0
"1981","RU","Russia",0,0
"1982","RU","Russia",0,0
"1983","RU","Russia",0,0
"1984","RU","Russia",0,0
"1985","RU","Russia",0,0
"1986","RU","Russia",0,0
"1987","RU","Russia",0,0
"1988","RU","Russia",0,0
"1989","RU","Russia",0,0
"1990","RU","Russia",0,0
"1991","RU","Russia",0,0
"1992","RU","Russia",0,0
"1993","RU","Russia",0.171052631578947,76
"1994","RU","Russia",0.122699386503067,163
"1995","RU","Russia",0.130208333333333,384
"1996","RU","Russia",0.114864864864865,592
"1997","RU","Russia",0.124013528748591,887
"1998","RU","Russia",0.1144,1250
"1999","RU","Russia",0.116356382978723,1504
"2000","RU","Russia",0.118055555555556,1728
"2001","RU","Russia",0.12008072653885,1982
"2002","RU","Russia",0.115295211529521,2151
"2003","RU","Russia",0.114732142857143,2240
"2004","RU","Russia",0.113406408094435,2372
"2005","RU","Russia",0.111016588685666,2351
"2006","RU","Russia",0.110335804622765,2293
"2007","RU","Russia",0.10724106324473,2182
"2008","RU","Russia",0.113809523809524,2100
"2009","RU","Russia",0.114881240911294,2063
"2010","RU","Russia",0.111915098890497,2073
"2011","RU","Russia",0.105837683910774,2107
"2012","RU","Russia",0.10820724438331,2181
"2013","RU","Russia",0.101084598698482,2305
"2014","RU","Russia",0.0976627712854758,2396
"2015","RU","Russia",0.0926966292134832,2492
"2016","RU","Russia",0.0916119056822574,2587
"2017","RU","Russia",0.0823754789272031,2610
"2018","RU","Russia",0.0750825082508251,2424
"2019","RU","Russia",0.0687778327560613,2021
"1980","SA","Saudi Arabia",0,0
"1981","SA","Saudi Arabia",0,0
"1982","SA","Saudi Arabia",0,0
"1983","SA","Saudi Arabia",0,0
"1984","SA","Saudi Arabia",0,0
"1985","SA","Saudi Arabia",0,0
"1986","SA","Saudi Arabia",0,0
"1987","SA","Saudi Arabia",0,0
"1988","SA","Saudi Arabia",0,0
"1989","SA","Saudi Arabia",0,0
"1990","SA","Saudi Arabia",0,0
"1991","SA","Saudi Arabia",0,0
"1992","SA","Saudi Arabia",0,0
"1993","SA","Saudi Arabia",0,0
"1994","SA","Saudi Arabia",0,0
"1995","SA","Saudi Arabia",0,0
"1996","SA","Saudi Arabia",0,0
"1997","SA","Saudi Arabia",0,0
"1998","SA","Saudi Arabia",0,0
"1999","SA","Saudi Arabia",0,61
"2000","SA","Saudi Arabia",0,81
"2001","SA","Saudi Arabia",0.00934579439252336,107
"2002","SA","Saudi Arabia",0.015748031496063,127
"2003","SA","Saudi Arabia",0.0180722891566265,166
"2004","SA","Saudi Arabia",0.0157068062827225,191
"2005","SA","Saudi Arabia",0.0152284263959391,197
"2006","SA","Saudi Arabia",0.0137614678899083,218
"2007","SA","Saudi Arabia",0.00840336134453781,238
"2008","SA","Saudi Arabia",0.0112359550561798,267
"2009","SA","Saudi Arabia",0.022508038585209,311
"2010","SA","Saudi Arabia",0.0208816705336427,431
"2011","SA","Saudi Arabia",0.0230905861456483,563
"2012","SA","Saudi Arabia",0.0318471337579618,785
"2013","SA","Saudi Arabia",0.0293308890925756,1091
"2014","SA","Saudi Arabia",0.0295420974889217,1354
"2015","SA","Saudi Arabia",0.0380894800483676,1654
"2016","SA","Saudi Arabia",0.0413179916317992,1912
"2017","SA","Saudi Arabia",0.0434981684981685,2184
"2018","SA","Saudi Arabia",0.0549545651233232,2311
"2019","SA","Saudi Arabia",0.0610184372256365,2278
"1980","SE","Sweden",0.02,2100
"1981","SE","Sweden",0.0191372040220564,3083
"1982","SE","Sweden",0.0205635948210206,3939
"1983","SE","Sweden",0.02024567788899,4396
"1984","SE","Sweden",0.0188966116420504,4604
"1985","SE","Sweden",0.0181579523080289,4571
"1986","SE","Sweden",0.0224089635854342,4641
"1987","SE","Sweden",0.0240215365500104,4829
"1988","SE","Sweden",0.0283228808415942,4943
"1989","SE","Sweden",0.0344217151848938,5084
"1990","SE","Sweden",0.0380076015203041,4999
"1991","SE","Sweden",0.0396466721446179,4868
"1992","SE","Sweden",0.0443412162162162,4736
"1993","SE","Sweden",0.0484709798210942,4807
"1994","SE","Sweden",0.0514309415180423,4822
"1995","SE","Sweden",0.0558886095532779,5171
"1996","SE","Sweden",0.0620879120879121,5460
